sqft_lot,sqft_living,floors,price
-0.2283160497030859,-0.9798123528290256,-0.9154058262174428,-0.8663986967436401
-0.18988098596858147,0.5336219949547639,0.9364841089196928,-0.005940073869634554
-0.12329561801646885,-1.426221045340791,-0.9154058262174428,-0.9804550595984988
-0.2440087578861436,-0.13054703536761852,-0.9154058262174428,0.17371911344350802
-0.16964946372642398,-0.43541150830248265,-0.9154058262174428,-0.08215912303278597
2.0961361716273714,3.63670680875606,-0.9154058262174428,1.8777592840196784
-0.20009331760155594,-0.3973034491856246,0.9364841089196928,-0.7694916199504905
-0.13027283750093605,-1.110468555515396,-0.9154058262174428,-0.6759871792806958
-0.1843764667905243,-0.326531339397174,-0.9154058262174428,-0.8457106691136419
-0.2063462582468051,-0.20676315360133452,0.9364841089196928,-0.59119348708669
